watch_id,user_id,movie_id,watch_date,watch_time_minutes,completion_percentage,liked,recommendation_score
4337,4447,3690,2024-01-14,150,93.76,1,85.48
4338,8498,9164,2025-08-23,13,13.35,0,14
4339,1772,8053,2021-06-27,105,81.38,1,60.66
4340,3068,3705,2024-06-15,7,18.28,0,11.42
4341,8820,1909,2021-08-21,61,70.99,1,57.66
4342,4077,4604,2025-10-21,90,79.36,1,68.99
4343,9712,4772,2025-12-04,57,99.67,0,54.21
4344,9868,4106,2024-02-29,80,65.97,1,64.92
4345,6707,5331,2020-12-01,47,60.62,0,37.14
4346,4768,1897,2026-06-20,82,83.49,1,68.49
4347,6882,3443,2023-04-28,114,69.06,1,66.56
4348,8287,4250,2024-03-19,31,36.9,0,28.31
4349,6073,7501,2024-09-25,25,18.61,0,12.64
4350,1269,384,2025-11-22,93,52.03,0,30.02
4351,1740,326,2025-11-05,5,9.54,0,13.41
4352,9545,9875,2022-05-08,103,63.25,0,30.96
4353,4806,4051,2026-06-15,54,32.92,0,13.58
4354,5786,2607,2024-11-22,25,29.74,0,23.29
4355,5788,6881,2022-07-13,116,89.1,1,70.96
4356,9917,6636,2026-02-25,114,95.75,1,72.76
4357,4919,6480,2024-02-23,17,85.56,0,45.09
4358,5627,9331,2023-11-16,7,7.59,0,2.22
4359,7802,4197,2025-09-07,12,53.04,1,44.43
4360,1710,1005,2025-11-13,44,98.21,1,81.68
4361,1889,2906,2024-11-15,13,9.39,0,12.62
4362,3361,9189,2024-09-09,39,81.77,0,50.51
4363,1478,4743,2024-11-16,57,33.32,0,27.47
4364,6919,552,2023-08-31,40,26.59,0,7.52
4365,7320,2571,2024-07-20,60,46.17,1,50.62
4366,577,9260,2025-07-18,52,52.04,1,41.94
4367,8525,9779,2022-06-10,99,64.88,0,36.61
4368,6570,8191,2026-06-21,13,22.91,0,14.28
4369,5707,9925,2023-01-12,1,4.28,0,9.11
4370,6169,8335,2025-12-14,29,73.08,1,70.59
4371,3486,6558,2023-08-28,103,87.68,0,43.13
4372,4317,6753,2026-06-13,106,62.07,1,59.09
4373,3648,7092,2023-10-27,37,64.66,1,57.51
4374,3360,7263,2025-08-11,48,42.54,0,21.02
4375,9483,8594,2024-09-25,4,21.27,0,7.47
4376,2487,2285,2025-09-25,21,95.75,1,82.69
4377,6551,1328,2021-04-16,25,74.8,0,52.7
4378,4520,5609,2024-02-05,53,47.6,1,50.36
4379,5678,524,2026-03-07,49,77.19,1,64.04
4380,3176,12,2025-07-22,82,63.49,1,48.3
4381,9376,2923,2020-09-11,10,20.02,0,21.16
4382,6827,3039,2023-03-13,47,27.43,1,29.01
4383,6476,1807,2026-04-22,8,9.72,0,3.63
4384,23,3061,2025-03-27,12,7.7,0,13.62
4385,4140,631,2025-04-23,64,77.57,0,45.05
4386,1551,576,2026-05-14,87,56.32,0,34.17
4387,4683,5782,2022-07-03,103,82.73,0,58.52
4388,3814,2883,2025-08-10,58,87.51,1,73.69
4389,165,1051,2025-05-17,1,1.66,0,7.64
4390,6124,3446,2026-06-06,39,33.14,1,44.61
4391,5222,1433,2025-02-04,132,93.48,1,73.28
4392,4927,4543,2026-05-27,30,83.75,1,69.84
4393,549,1709,2025-06-09,2,1.15,1,24.59
4394,9256,4482,2026-01-03,40,81.85,1,66.92
4395,1733,2555,2023-12-01,42,45.41,0,32.43
4396,4687,9312,2022-11-19,25,98.18,1,82.59
4397,1954,1361,2021-09-05,48,39.68,1,51.11
4398,4754,2043,2022-08-14,58,82.19,0,59.18
4399,4127,4770,2022-01-11,122,84.45,1,70.65
4400,7531,2577,2026-05-12,98,98.81,1,75.74
4401,2015,3193,2025-08-15,84,99.05,1,85.01
4402,57,9750,2025-07-02,43,32.13,0,17.66
4403,2983,6013,2025-10-31,17,13.77,0,12.21
4404,5011,8295,2020-09-23,3,2.58,0,0
4405,1268,9866,2025-08-05,87,57.44,1,54.77
4406,8118,6123,2026-01-05,135,84.75,1,61.11
4407,653,3337,2023-05-09,23,23.59,0,21.03
4408,7945,9521,2026-06-02,31,20.66,1,39.88
4409,885,9259,2021-08-12,108,60.69,1,48.64
4410,749,818,2026-01-10,26,25.59,1,44.91
4411,3754,4775,2022-08-06,48,51.15,0,34.59
4412,2332,3,2025-09-08,102,70.1,0,36.91
4413,3229,9243,2024-01-17,21,97.31,1,83.64
4414,8415,819,2020-05-20,46,55.09,0,31.93
4415,3246,6717,2023-02-10,85,67.89,1,60.84
4416,3980,9569,2024-09-15,25,41.39,0,31.08
4417,4508,4576,2025-03-30,1,1.66,0,0
4418,77,9794,2024-09-29,111,84.98,0,44.38
4419,3328,3689,2025-10-23,85,94.42,1,71.4
4420,903,6451,2023-09-08,3,4.04,1,26.19
4421,2907,175,2024-05-05,146,89.47,0,55.43
4422,4181,5738,2026-02-02,85,56.61,1,52.84
4423,892,5341,2026-05-22,136,82.5,1,66.94
4424,5909,4916,2026-05-10,10,34.3,1,32.25
4425,1711,7284,2025-06-17,37,21.34,0,10.41
4426,5865,659,2025-09-21,10,40.8,0,19.33
4427,3552,3353,2024-12-03,43,31.61,1,40.48
4428,3076,3328,2026-04-19,21,18.29,0,9.05
4429,4657,4975,2025-07-02,9,17.87,1,30.16
4430,4700,6225,2024-07-26,2,3.57,0,8.75
4431,6223,9878,2025-07-31,111,71.41,0,36.7
4432,2522,8905,2026-03-30,4,2.58,0,7.83
4433,6975,4001,2022-02-08,17,26.77,0,16.9
4434,1481,6237,2022-08-17,53,36.29,1,40.45
4435,4790,443,2021-06-01,15,44.15,1,47.96
4436,6721,3066,2022-05-19,17,63.93,0,28.38
4437,4738,5389,2024-05-28,114,89.49,1,82.62
4438,9758,5788,2025-04-12,21,60.75,1,48.21
4439,7147,8754,2024-10-20,125,75.28,0,52.23
4440,7269,9157,2023-07-29,7,10.65,1,32.76
4441,3622,4576,2026-01-15,74,44.32,0,17.24
4442,6626,4953,2021-04-22,10,6.03,0,6.53
4443,3749,204,2025-12-30,18,12.28,0,6.07
4444,2592,1941,2023-02-02,35,92.05,1,71.16
4445,6689,1442,2026-04-19,61,54.19,0,24.18
4446,1303,5175,2024-10-06,8,6.89,1,30.95
4447,4725,4555,2024-01-08,39,91.25,1,79.51
4448,7733,1270,2020-03-21,97,55.24,1,45.92
4449,9055,5241,2026-01-18,42,63.56,0,31.36
4450,9271,4608,2023-01-27,62,76.13,1,60
4451,7419,1143,2025-12-20,104,92.44,0,65.07
4452,1497,1816,2026-05-14,4,15.17,0,3.87
4453,1069,2417,2025-10-17,63,41.33,0,32.99
4454,9243,4440,2023-11-13,18,75.26,1,58.78
4455,3761,1696,2021-08-15,107,64.33,0,34.65
4456,5035,9871,2021-11-28,82,53.99,1,60.41
4457,8126,9048,2026-01-02,88,73.56,0,35.22
4458,3484,7919,2023-04-30,26,29.76,0,14.69
4459,4766,3580,2021-10-21,8,7.6,1,25.79
4460,8562,1215,2025-04-18,41,52.37,1,56.58
4461,9671,7054,2025-06-18,16,52.36,1,51.96
4462,6704,6275,2024-07-02,54,66.41,1,64.12
4463,3579,7402,2026-01-16,43,25.69,0,10.89
4464,2766,4380,2026-02-18,91,61.57,1,60.89
4465,6818,3096,2026-05-08,40,98.43,1,83.92
4466,1219,7912,2025-06-08,69,57.83,0,42.94
4467,412,3048,2026-05-09,66,91.97,1,70.54
4468,8100,3484,2024-05-09,7,21.94,1,38.1
4469,1898,4548,2026-02-27,34,94.33,1,71.53
4470,3751,4671,2026-05-13,80,48.51,0,35.09
4471,51,3903,2020-01-26,67,90.97,0,58.52
4472,7325,7980,2025-10-02,87,59.52,1,60.35
4473,4126,2332,2024-12-20,47,82.57,1,69.05
4474,2568,2061,2024-10-09,150,94.15,1,70.1
4475,254,6438,2025-04-11,80,90.46,1,82.15
4476,7247,3342,2023-07-29,37,92.95,1,79.64
4477,5721,4424,2023-01-15,139,77,1,63.3
4478,9757,644,2022-01-06,4,2.87,1,30.92
4479,375,3645,2021-12-01,143,91.52,1,76.12
4480,2277,1090,2026-06-22,22,30.37,0,8.76
4481,6457,6442,2025-06-07,14,26.02,0,16.23
4482,6151,84,2020-08-05,22,62,0,32.63
4483,6913,5178,2026-01-02,145,96.88,1,79.8
4484,5325,4618,2024-06-30,25,37.2,1,50.31
4485,9741,4876,2024-06-19,18,32.2,0,27.13
4486,3933,4721,2023-09-04,38,55.38,1,60.7
4487,3982,9433,2026-03-05,22,21.21,0,4.25
4488,2942,1876,2020-03-07,66,42.59,1,48.59
4489,7513,6089,2024-12-18,81,72.03,1,70.96
4490,10,6051,2022-05-18,71,60.04,0,35.63
4491,4003,1774,2025-11-26,126,84,0,47.97
4492,1682,8274,2026-01-26,107,82.8,1,67.27
4493,4339,3003,2026-06-12,10,19.21,0,13.77
4494,979,9094,2025-08-03,14,32.89,1,44.66
4495,9471,352,2025-04-15,33,81.47,1,70.95
4496,5909,6760,2022-04-02,88,62.97,1,62.13
4497,5342,4957,2025-10-15,2,3.04,0,4.7
4498,5410,5492,2021-10-19,36,36.56,0,19.13
4499,6447,181,2026-04-29,61,64.07,1,53.61
4500,6225,2195,2025-10-19,8,26.2,0,17.58
4501,6008,9157,2025-03-19,23,27.52,0,22.9
4502,693,9068,2023-09-01,166,99.28,0,50.02
4503,9490,9095,2022-02-18,6,7.54,0,0
4504,7794,9156,2026-06-10,4,7.77,0,0
4505,5508,4952,2025-09-17,79,97.84,1,69.68
4506,2971,5530,2022-12-30,15,13.75,0,3.87
4507,8196,5997,2021-05-14,11,35.4,0,24.96
4508,4864,3110,2025-04-24,7,6.42,0,6.42
4509,9977,2205,2025-10-17,131,83.74,0,54.1
4510,1325,7274,2025-07-24,59,79.37,0,42.98
4511,5737,1134,2024-10-13,54,40.35,1,37.88
4512,9049,1327,2026-06-12,45,46.33,0,20.03
4513,9414,8368,2024-12-08,18,30.27,1,35.79
4514,5050,2463,2024-10-19,27,94.63,1,70.36
4515,5166,8532,2024-08-10,42,26.16,0,7
4516,1565,6997,2026-05-20,52,56.98,0,38.62
4517,8628,961,2024-12-09,144,95.71,1,79.97
4518,5278,4995,2025-09-11,45,53.49,0,28.91
4519,3836,4077,2026-01-06,96,89.64,1,72.76
4520,4374,5747,2026-05-22,17,49.66,1,48.93
4521,8505,3855,2025-05-31,82,80.97,1,71.87
4522,8753,3509,2023-12-14,53,56,1,51.65
4523,2004,6403,2026-06-09,22,26.22,1,39.71
4524,7872,6586,2024-08-26,3,2.26,0,0
4525,7127,309,2025-07-22,27,25.97,1,31.36
4526,3613,1318,2022-04-15,10,15.09,0,3.39
4527,3479,8383,2023-07-29,104,67.47,0,35.21
4528,2022,3892,2023-03-27,41,43.7,0,22.78
4529,6802,7169,2026-05-11,38,42.32,0,35.35
4530,2929,1665,2026-05-18,32,34.97,1,33.24
4531,4597,2379,2024-05-05,88,94.99,1,69.2
4532,3922,2720,2021-08-01,140,82.16,1,75.67
4533,6209,9454,2023-12-30,3,3.86,0,0
4534,949,6653,2025-04-18,4,2.11,0,0
4535,1178,1085,2024-01-01,8,38.48,0,26.92
4536,5878,6226,2023-03-24,39,44.25,0,17.42
4537,4037,3612,2025-03-16,49,69.38,1,53.19
4538,1812,5507,2025-02-02,107,81.47,1,64.2
4539,7373,431,2026-02-25,29,96.48,1,82.87
4540,1216,8555,2026-03-06,6,5.48,0,8.97
4541,7435,778,2024-04-16,20,22.86,0,12.94
4542,185,1805,2024-07-27,54,78.63,0,42.75
4543,7192,6313,2025-12-10,96,98.79,0,51.86
4544,2468,1780,2020-05-13,102,58.5,1,63.28
4545,6366,2460,2023-07-09,17,11.13,1,24.77
4546,4548,4109,2025-01-02,144,99.92,1,84.36
4547,3506,8169,2022-12-22,27,26.98,1,27.12
4548,3923,4578,2026-06-27,67,89.21,1,80.37
4549,7252,2997,2025-03-01,10,13.49,0,1.13
4550,6900,2189,2026-06-20,34,83.82,1,75.91
4551,2574,8435,2023-05-01,106,69.86,1,63.31
4552,5618,6860,2024-03-27,12,55.32,0,36.25
4553,4094,208,2024-03-28,30,85.45,1,65.17
4554,8542,4982,2025-10-07,2,7.03,0,5.06
4555,8203,296,2023-10-26,59,80.77,1,69.94
4556,3181,1732,2023-07-05,9,18.13,1,38.45
4557,7671,3093,2023-10-06,11,18.96,1,39.88
4558,8208,1954,2021-10-12,29,39.5,0,32.71
4559,6703,9309,2024-12-14,23,94.75,1,71.31
4560,6332,8642,2026-03-10,4,2.35,0,2.22
4561,9540,6813,2023-03-03,100,71.19,1,69.76
4562,4054,9875,2022-09-23,29,66.62,0,49.79
4563,2492,8977,2023-08-02,41,73.12,1,71.15
4564,4549,5542,2023-08-10,22,21.31,0,9.12
4565,8589,6058,2021-11-04,10,7.82,0,1.1
4566,2031,782,2023-11-15,88,70.72,0,34.2
4567,4739,5281,2024-06-01,16,26.27,1,34.46
4568,4419,1683,2025-02-28,144,97.6,1,77.92
4569,9257,205,2019-07-06,36,27.02,1,43.7
4570,3338,6973,2023-08-27,73,65.35,0,33.34
4571,1975,9663,2025-05-17,128,79.85,1,74.29
4572,968,2130,2023-01-23,43,82.11,1,74.34
4573,76,9050,2026-02-24,51,32.47,0,21.64
4574,9306,4453,2026-03-09,31,57.31,1,48.9
4575,1274,2133,2024-07-05,47,50.34,1,56.73
4576,3200,2893,2024-10-19,40,63.99,1,57.87
4577,5841,675,2026-01-31,68,42.51,0,29.72
4578,174,8125,2025-03-31,34,94.61,1,78.73
4579,7141,8153,2023-01-27,61,88.83,1,79.94
4580,239,2201,2021-08-10,53,62.82,1,65.83
4581,7453,6408,2026-04-28,11,40.86,1,49.7
4582,6297,2361,2023-02-23,48,30.68,0,23.16
4583,9175,2805,2025-10-06,49,87.96,1,79.22
4584,7373,5618,2026-04-15,84,74.17,1,56.61
4585,8043,133,2023-11-05,43,32.45,1,40.51
4586,4336,9686,2026-02-22,3,4.62,0,0
4587,7572,2589,2023-07-07,4,2.65,0,0
4588,1827,2530,2026-03-26,15,53.54,1,60.91
4589,2785,9341,2023-11-14,65,38.74,1,40.66
4590,626,2040,2025-10-05,27,84.94,1,68.36
4591,5859,8360,2026-05-25,107,92.97,0,60.32
4592,2449,4179,2021-12-27,14,20.73,0,3.15
4593,4164,9945,2024-05-11,110,61.52,1,60.44
4594,681,6506,2023-09-30,125,92.15,1,65.9
4595,9218,8624,2026-05-17,17,12.48,1,21.4
4596,971,2404,2026-01-31,67,58.52,0,43.69
4597,1697,3391,2024-11-04,9,10.94,1,19.23
4598,5280,1542,2025-05-31,105,88.9,1,79.39
4599,8089,4718,2025-03-28,132,76.48,1,69.1
4600,8580,3471,2024-02-15,31,26.59,1,41.42
4601,8142,4656,2024-04-12,92,71.51,0,42.69
4602,6666,9688,2024-04-23,109,70.9,0,40.52
4603,1396,1135,2026-03-15,16,9.73,0,13.47
4604,8659,7907,2025-05-02,5,13.89,0,3.82
4605,7341,6695,2024-01-23,25,35.53,0,24.7
4606,6676,8726,2026-02-21,55,77.51,1,75.35
4607,8542,5118,2022-10-21,70,39.11,1,39.33
4608,7067,1970,2022-06-05,24,21.75,1,35.91
4609,7977,8533,2025-11-13,21,15.86,1,24.14
4610,9071,804,2025-03-11,30,41.55,1,37.05
4611,3136,7335,2024-05-26,107,65.49,1,67.53
4612,1278,9630,2022-08-12,2,2.01,0,0
4613,2388,711,2025-08-30,109,97.26,1,86.62
4614,7871,4568,2025-02-10,52,73.26,1,68.41
4615,6405,9299,2023-12-22,21,91.14,1,74.88
4616,6713,443,2023-02-11,31,26.87,0,25.83
4617,6016,7803,2025-05-19,34,90.6,1,79.16
4618,7119,1449,2024-10-11,32,23.47,0,7.53
4619,697,8441,2025-09-03,67,82.11,1,66.4
4620,1910,8800,2026-06-27,19,21.48,1,27.94
4621,7459,589,2026-01-18,140,96.45,1,81.6
4622,5081,6695,2024-04-30,49,97.38,1,78.29
4623,7508,3218,2025-07-04,15,10.52,0,2.35
4624,3494,2639,2026-06-15,15,15.54,0,10.92
4625,5117,58,2026-03-18,11,32.6,1,40
4626,5498,2092,2025-12-17,43,29.13,1,29.87
4627,4543,7756,2022-11-27,18,45.74,1,49.04
4628,6537,9560,2025-12-19,64,42.37,0,34.85
4629,7330,5857,2026-05-15,83,88.82,1,79.91
4630,8956,1749,2025-03-16,114,83.59,0,54.62
4631,3175,2222,2023-07-25,30,88.07,1,68.87
4632,1281,4604,2026-06-19,3,5.76,0,3.34
4633,4744,3240,2025-07-20,90,51.98,1,54.47
4634,1379,4415,2023-09-07,137,79.52,1,59.99
4635,9023,1026,2020-06-25,20,82.42,0,46.61
4636,7264,5054,2025-08-26,25,90.83,1,83.59
4637,6072,3406,2026-06-05,148,82.69,0,53.02
4638,9137,7858,2026-04-15,11,18.59,0,17.06
4639,2085,6607,2025-11-22,79,97.67,1,77.36
4640,2502,8462,2026-05-16,39,28.35,0,9.89
4641,198,8541,2026-04-19,8,7.01,0,0
4642,479,3997,2023-04-05,7,5.97,1,27.85
4643,8612,4014,2025-01-28,46,55.32,1,43.23
4644,4884,5957,2023-03-27,41,46.79,0,31.02
4645,3107,4826,2026-04-22,93,65.2,1,52.65
4646,3606,6348,2026-01-08,22,13.55,0,7.68
4647,889,115,2021-03-27,53,61.02,1,56.11
4648,1042,6231,2026-06-26,17,32.98,1,44.32
4649,4568,3792,2025-06-10,44,70.92,0,47.96
4650,3314,7778,2023-11-17,66,59.84,1,61.86
4651,372,8902,2026-05-22,20,50.76,0,36.58
4652,5241,6579,2022-06-04,138,85.17,1,80.19
4653,895,5302,2021-01-28,62,83.56,0,54.65
4654,7051,9778,2025-03-26,87,62.69,1,63.13
4655,9930,9002,2026-03-27,44,67.7,0,47.6
4656,827,1723,2026-02-24,1,1.87,0,1.58
4657,6783,576,2026-06-29,70,44.89,1,54.6
4658,5634,2312,2019-01-28,69,41.77,1,36.89
4659,7552,5421,2023-03-23,59,95.33,1,83.58
4660,2630,3878,2025-03-26,28,60.39,1,50.56
4661,6539,2230,2025-06-12,29,81.39,1,72.55
4662,1241,2635,2026-06-04,88,79.39,1,72.6
4663,9179,4345,2021-06-07,43,72.32,0,34.34
4664,3185,394,2021-10-17,124,78.84,1,59.18
4665,2463,7726,2025-07-26,56,76.16,0,49.05
4666,7149,4692,2024-07-16,8,17.74,0,5.09
4667,7780,5147,2025-05-05,5,21.2,0,6.78
4668,3864,6921,2024-08-18,57,38.45,0,28.36
4669,3813,1125,2025-02-10,26,31.09,1,44.53
4670,6169,6128,2025-11-27,53,38.81,0,14.3
4671,8735,6519,2025-09-29,12,11.56,0,16.4
4672,5114,3293,2024-01-11,11,25.62,0,15.34
4673,1611,713,2023-09-17,69,97.86,1,72.46
4674,6299,3084,2025-09-03,110,91.39,1,74.84
4675,785,7096,2026-06-27,21,17.99,0,5.73
4676,8960,8161,2023-01-18,39,27.16,1,38.38
4677,775,7988,2020-07-17,17,86.19,0,55.6
4678,779,6482,2023-11-20,134,87.78,0,50.42
4679,5392,8252,2023-11-04,10,8.9,0,0
4680,8771,9378,2021-11-29,113,66.81,1,57.5
4681,6989,4852,2023-09-16,116,73.06,1,55.03
4682,1980,5756,2023-05-22,20,13.17,0,6.7
4683,5474,6837,2026-06-24,57,50.57,1,45.32
4684,311,6794,2023-08-05,9,5.7,1,19.74
4685,4382,5230,2025-07-27,12,12.12,0,12.2
4686,6953,9992,2023-02-02,28,56.63,1,49.65
4687,775,584,2024-03-30,30,62.82,0,43.23
4688,5682,1413,2024-04-11,90,59.66,0,30.83
4689,2998,6894,2021-08-08,62,64.2,0,42.63
4690,5432,9946,2026-01-17,22,13.22,0,8.19
4691,9649,834,2023-02-08,22,30.13,0,16.92
4692,5445,9600,2024-12-15,82,88.28,1,68.83
4693,7691,1757,2026-01-14,34,31.18,1,44.59
4694,9975,2987,2023-08-24,177,98.53,1,81.04
4695,1764,531,2026-04-28,9,13.53,0,7.91
4696,7460,5109,2025-12-11,94,80.89,1,76.21
4697,3995,5859,2023-04-09,20,46.59,1,42.67
4698,1007,140,2025-01-27,150,97.62,1,83.01
4699,1603,8443,2024-01-30,25,26.94,0,21.21
4700,5673,7817,2025-02-02,140,92.84,0,56.01
4701,8151,623,2025-12-12,24,16.43,0,7.69
4702,3573,980,2021-08-30,8,24.02,1,38.94
4703,9238,4899,2025-08-06,119,93.27,0,50.68
4704,1866,6509,2023-08-22,21,34.94,0,18.43
4705,3145,1949,2024-10-10,30,42.79,1,41.32
4706,839,2691,2023-03-02,123,93.38,1,81.74
4707,3306,2750,2021-04-17,121,76.54,0,46.78
4708,3822,1862,2023-03-25,50,35.61,1,36.65
4709,3870,1706,2025-11-28,139,84.97,1,72.58
4710,1632,6706,2025-08-01,115,85.37,0,46.84
4711,979,1219,2024-07-22,64,83.58,1,72.6
4712,7027,563,2023-12-17,12,16.18,0,15.92
4713,9132,7184,2023-01-27,37,66.4,1,60.82
4714,9985,4826,2026-04-14,30,32.83,0,13.24
4715,9876,3490,2026-03-31,21,12.11,0,2.68
4716,760,1720,2025-12-09,16,73.91,1,59.8
4717,5583,3146,2021-06-30,40,40.38,1,36.2
4718,8363,7810,2025-08-28,19,40.06,0,29.23
4719,6207,5207,2025-07-17,11,6.77,0,7.66
4720,1663,3831,2025-10-06,43,86.11,1,70.28
4721,9405,3153,2026-04-06,23,63.44,1,49.43
4722,3865,5465,2025-04-16,130,85.02,0,46.91
4723,5230,4123,2019-05-26,52,61.3,0,43.85
4724,3794,1748,2025-03-09,13,10.15,0,0
4725,5685,5231,2023-12-21,53,93.55,1,79.18
4726,7793,671,2025-07-31,107,95.68,1,85.62
4727,4556,2126,2025-12-21,94,92.91,1,68.42
4728,3420,2048,2024-09-14,7,5.49,1,25.94
4729,677,7790,2026-04-26,18,42.97,0,23.64
4730,5611,588,2022-10-11,27,64.21,1,66.86
4731,1250,3567,2024-07-17,20,17.54,1,33.76
4732,4272,1314,2025-07-07,17,45.76,0,34.89
4733,5583,7745,2022-12-15,61,98.21,1,80.64
4734,9985,7360,2026-06-28,37,38.11,0,27.73
4735,9434,9872,2026-01-22,7,20.1,0,5.78
4736,1566,3610,2024-10-01,84,92.88,1,70.07
4737,1649,9097,2025-02-28,5,10.15,1,20.52
4738,70,6316,2023-11-11,16,26.22,1,36.4
4739,9193,4585,2026-03-23,18,38.42,0,30.57
4740,5516,6598,2025-07-31,2,8.42,0,3.33
4741,8227,7153,2023-06-25,107,64.32,1,51.19
4742,6980,5461,2025-02-04,8,26.05,0,6.24
4743,6794,2037,2024-02-04,47,64.98,1,58.09
4744,9464,2865,2024-05-14,57,74.42,1,63.55
4745,3372,4200,2023-08-03,65,55.68,1,44.11
4746,1379,1530,2022-10-25,83,66.74,1,58.71
4747,942,9265,2020-12-13,110,66.13,0,34.23
4748,7276,7214,2023-01-02,24,25.11,0,6.58
4749,5864,5913,2024-12-10,14,16.25,0,19.06
4750,4075,2677,2023-09-21,85,47.49,1,50.92
4751,6268,3919,2025-12-28,50,53.54,0,25.18
4752,2238,7021,2021-07-24,87,69.33,1,66.26
4753,269,3469,2025-12-27,12,53.66,0,41.15
4754,8357,3074,2025-12-27,126,88.8,1,78.82
4755,7980,9987,2025-01-24,23,39.07,1,51.77
4756,9344,4488,2022-07-09,52,63.9,1,58.25
4757,7413,5459,2024-08-24,32,92.68,1,74.45
4758,8927,3490,2025-06-25,15,12.01,0,9
4759,4033,441,2025-03-30,88,87.04,0,46.54
4760,1691,9805,2026-02-09,143,90.21,1,74.75
4761,8146,2083,2025-04-08,33,19.09,1,40.09
4762,9750,434,2023-02-03,94,82.35,1,70.1
4763,5256,5363,2022-05-23,30,73.81,1,56.24
4764,4578,7605,2021-09-08,7,6.16,0,9.39
4765,2722,7871,2026-01-06,14,70.31,1,62.34
4766,7725,9333,2021-09-16,32,87.77,1,63.87
4767,3459,4689,2026-06-16,18,22.96,0,17.39
4768,1251,7524,2025-11-15,48,45.28,0,17.29
4769,5202,5085,2024-10-19,35,38.49,1,40.55
4770,1360,6379,2022-10-20,11,13.31,0,15.88
4771,5255,9751,2023-02-18,109,69.12,0,40.75
4772,8502,287,2026-04-13,9,40.68,1,46.01
4773,6830,9004,2026-05-08,25,14.93,1,25.24
4774,7448,5895,2025-07-07,8,15.98,0,0.14
4775,778,6338,2022-09-22,29,43.26,0,31.06
4776,8756,9801,2025-09-17,20,43.03,0,29.45
4777,1271,9246,2025-09-05,12,12.71,0,0.14
4778,9217,1340,2023-06-10,108,89.7,0,50
4779,1288,8796,2025-11-18,29,57.55,0,40.02
4780,1333,9344,2025-09-09,44,75.13,0,53.81
4781,763,8021,2025-11-24,80,75.92,0,38.33
4782,4343,5147,2025-04-23,27,68.08,1,64.46
4783,3765,1120,2025-02-11,3,4.5,0,11.91
4784,9672,330,2025-02-02,19,81.39,1,71.35
4785,218,6140,2023-05-07,4,12.83,1,37.64
4786,2741,2290,2025-03-17,25,18.76,0,10.38
4787,456,986,2026-05-19,51,43.27,0,32.3
4788,462,1380,2022-01-11,117,66,1,62.63
4789,2173,810,2024-01-11,69,74.82,1,66.08
4790,2784,4970,2026-05-19,47,48.64,1,53.72
4791,85,8447,2026-05-10,50,29.12,0,21.78
4792,717,766,2025-08-10,46,71.18,1,56.39
4793,7966,6682,2024-08-05,5,19.78,0,15.8
4794,7916,8638,2022-04-10,65,45.08,1,45.31
4795,3378,3969,2025-08-30,12,34.86,1,42.23
4796,3298,9074,2024-05-11,53,60.46,0,34.5
4797,9382,2488,2022-01-09,19,27.64,1,29.04
4798,7111,2687,2023-07-10,4,2.25,0,2.64
4799,1192,556,2021-11-07,109,78.6,1,70.8
4800,117,5797,2025-02-25,113,85.57,0,60.34
4801,5072,6842,2021-08-07,114,83.83,1,72.67
4802,1428,9955,2024-02-20,54,41.94,1,54.03
4803,718,5220,2023-12-30,17,69.36,1,53.93
4804,262,8919,2021-12-31,65,76.94,1,57.68
4805,6092,987,2026-03-21,124,94.43,1,74.33
4806,401,7051,2023-08-23,77,80.14,0,56.71
4807,3622,5258,2023-09-02,31,22.42,0,19.24
4808,1593,8400,2022-03-27,135,88.28,1,78.33
4809,8014,9116,2025-06-26,3,2.17,0,0
4810,6018,5105,2026-05-24,82,83.52,0,55.27
4811,2858,5726,2023-10-27,37,26.92,1,30.95
4812,2438,1681,2023-10-01,91,62.22,0,44.94
4813,1301,203,2024-01-22,7,21.34,1,23.48
4814,2242,7308,2022-12-10,141,91.01,1,74.84
4815,9844,6923,2026-06-24,52,66.04,1,69.26
4816,2425,3095,2025-06-03,85,56.17,0,30.54
4817,2064,5377,2024-04-20,153,98.82,1,76.65
4818,8664,2232,2025-07-01,93,76.42,1,69.36
4819,3843,3327,2024-04-18,23,30.67,0,16.56
4820,681,4199,2025-01-16,86,67.03,1,56.1
4821,9851,3091,2023-03-14,17,14.07,1,34.92
4822,5846,4814,2022-05-16,138,90.18,1,83.08
4823,9044,3982,2025-01-11,26,90.55,1,67.62
4824,1613,2818,2026-04-28,138,95.61,0,57.13
4825,3195,9765,2025-07-06,31,20.88,0,21.02
4826,9542,5095,2020-02-02,46,28.73,0,7.95
4827,7269,160,2023-12-04,60,54.63,1,44.26
4828,8205,2091,2026-02-08,113,70.2,0,50.41
4829,9936,4645,2024-10-13,167,93,1,75.82
4830,1544,3771,2024-06-16,39,24.52,0,10.91
4831,2721,4496,2025-12-10,27,16.19,1,27.24
4832,4687,3473,2024-09-05,25,16.46,0,11.71
4833,9309,273,2022-05-04,14,68.18,0,39.15
4834,8907,3559,2026-01-12,5,17.26,0,12.17
4835,1066,2934,2024-06-28,71,53.42,0,39.24
4836,2916,5071,2024-07-28,124,87.41,1,64.88
4837,4421,1420,2025-08-21,62,59.27,1,48.48
4838,6101,7965,2025-12-27,62,72.18,1,56
4839,8792,8752,2025-12-24,7,4.2,0,0
4840,5573,815,2021-11-10,44,58.67,0,42.03
